"Kasende, Okuma E.; Matondo, Aristote; Muzomwe, Mayaliwa; Muya, Jules Tshishimbi; Schemer, Steve",Interaction between temozolomide and water: Preferred binding sites,COMPUTATIONAL AND THEORETICAL CHEMISTRY,1034,,26,31,10.1016/j.comptc.2014.02.005,APR 15 2014,2014,,,12,WOS:000334989600004,,,Kasende,Okuma,O,Kasende, Okuma E.,Kasende,Kasende, O,"Kasende, O.","Kasende, Okuma E.", Matondo, Aristote,Matondo,Matondo, A,"Matondo, A."," Matondo, Aristote", Muzomwe, Mayaliwa,Muzomwe,Muzomwe, M,"Muzomwe, M."," Muzomwe, Mayaliwa",, Muya, Jules Tshishimbi,Muya,Muya, J,"Muya, J."," Muya, Jules Tshishimbi", Schemer, Steve,Schemer,Schemer, S,"Schemer, S."," Schemer, Steve",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gohn, W.; Avakian, H.; Joo, K.; Ungaro, M.; Adhikari, K. P.; Aghasyan, M.; Amaryan, M. J.; Anderson, M. D.; Pereira, S. Anefalos; Ball, J.; Baltzell, N. A.; Battaglieri, M.; Biselli, A. S.; Bono, J.; Briscoe, W. J.; Brooks, W. K.; Burkert, V. D.; Carman, D. S.; Celentano, A.; Chandavar, S.; Charles, G.; Cole, P. L.; Contalbrigo, M.; Cortes, O.; Crede, V.; D'Angelo, A.; Dashyan, N.; De Vita, R.; De Sanctis, E.; Djalali, C.; Doughty, D.; Dupre, R.; El Alaoui, A.; El Fassi, L.; Eugenio, P.; Fedotov, G.; Fleming, J. A.; Forest, T.; Garcon, M.; Ghandilyan, Y.; Gilfoyle, G. P.; Giovanetti, K. L.; Girod, F. X.; Gothe, R. W.; Griffioen, K. A.; Guegan, B.; Guo, L.; Hafidi, K.; Hanretty, C.; Harrison, N.; Hattawy, Mohammad; Hicks, K.; Ho, D.; Holtrop, M.; Hyde, C.; Ilieva, Y.; Ireland, D. G.; Ishkhanov, B. S.; Jo, H. S.; Keller, D.; Khandaker, M.; Khetarpal, P.; Kim, W.; Klein, F. J.; Koirala, S.; Kubarovsky, V.; Kuhn, S. E.; Kuleshov, S. V.; Lenisa, P.; Livingston, K.; Lu, H. Y.; MacGregor, I. J. D.; Markov, N.; Mayer, M.; McKinnon, B.; Mineeva, T.; Mirazita, M.; Mokeev, V.; Movsisyan, A.; Nadel-Turonski, P.; Niccolai, S.; Niculescu, I.; Osipenko, M.; Ostrovidov, A. I.; Pappalardo, L. L.; Paremuzyan, R.; Park, K.; Pasyuk, E.; Peng, P.; Phillips, J. J.; Pisano, S.; Pozdniakov, S.; Price, J. W.; Procureur, S.; Prok, Y.; Puckett, A. J. R.; Raue, B. A.; Ripani, M.; Ritchie, B. G.; Rizzo, A.; Rosner, G.; Rossi, P.; Roy, P.; Sabatie, F.; Salgado, C.; Schott, D.; Schumacher, R. A.; Seder, E.; Seraydaryan, H.; Sharabian, Y. G.; Simonyan, A.; Smith, G. D.; Sober, D. I.; Sokhan, D.; Stoler, P.; Strakovsky, I. I.; Stepanyan, S.; Strauch, S.; Tang, W.; Tkachenko, S.; Vernarsky, B.; Voskanyan, H.; Voutier, E.; Walford, N. K.; Watts, D. P.; Weinstein, L. B.; Wood, M. H.; Zachariou, N.; Zana, L.; Zhang, J.; Zonta, I.",Beam-spin asymmetries from semi-inclusive pion electroproduction,PHYSICAL REVIEW D,89,7,,,10.1103/PhysRevD.89.072011,APR 11 2014,2014,,,10,WOS:000334318200002,,,Gohn,W.,W,Gohn, W.,Gohn,Gohn, W,"Gohn, W.","Gohn, W.", Avakian, H.,Avakian,Avakian, H,"Avakian, H."," Avakian, H.", Joo, K.,Joo,Joo, K,"Joo, K."," Joo, K.",, Ungaro, M.,Ungaro,Ungaro, M,"Ungaro, M."," Ungaro, M.", Adhikari, K. P.,Adhikari,Adhikari, K,"Adhikari, K."," Adhikari, K. P."," Aghasyan, M."," Amaryan, M. J."," Anderson, M. D."," Pereira, S. Anefalos"," Ball, J."," Baltzell, N. A."," Battaglieri, M."," Biselli, A. S."," Bono, J."," Briscoe, W. J."," Brooks, W. K."," Burkert, V. D."," Carman, D. S."," Celentano, A."," Chandavar, S."," Charles, G."," Cole, P. L."," Contalbrigo, M."," Cortes, O."," Crede, V."," D'Angelo, A."," Dashyan, N."," De Vita, R."," De Sanctis, E."," Djalali, C."," Doughty, D."," Dupre, R."," El Alaoui, A."," El Fassi, L."," Eugenio, P."," Fedotov, G."," Fleming, J. A."," Forest, T."," Garcon, M."," Ghandilyan, Y."," Gilfoyle, G. P."," Giovanetti, K. L."," Girod, F. X."," Gothe, R. W."," Griffioen, K. A."," Guegan, B."," Guo, L."," Hafidi, K."," Hanretty, C."," Harrison, N."," Hattawy, Mohammad"," Hicks, K."," Ho, D."," Holtrop, M."," Hyde, C."," Ilieva, Y."," Ireland, D. G."," Ishkhanov, B. S."," Jo, H. S."," Keller, D."," Khandaker, M."," Khetarpal, P."," Kim, W."," Klein, F. J."," Koirala, S."," Kubarovsky, V."," Kuhn, S. E."," Kuleshov, S. V."," Lenisa, P."," Livingston, K."," Lu, H. Y."," MacGregor, I. J. D."," Markov, N."," Mayer, M."," McKinnon, B."," Mineeva, T."," Mirazita, M."," Mokeev, V."," Movsisyan, A."," Nadel-Turonski, P."," Niccolai, S."," Niculescu, I."," Osipenko, M."," Ostrovidov, A. I."," Pappalardo, L. L."," Paremuzyan, R."," Park, K."," Pasyuk, E."," Peng, P."," Phillips, J. J."," Pisano, S."," Pozdniakov, S."," Price, J. W."," Procureur, S."," Prok, Y."," Puckett, A. J. R."," Raue, B. A."," Ripani, M."," Ritchie, B. G."," Rizzo, A."," Rosner, G."," Rossi, P."," Roy, P."," Sabatie, F."," Salgado, C."," Schott, D."," Schumacher, R. A."," Seder, E."," Seraydaryan, H."," Sharabian, Y. G."," Simonyan, A."," Smith, G. D."," Sober, D. I."," Sokhan, D."," Stoler, P."," Strakovsky, I. I."," Stepanyan, S."," Strauch, S."," Tang, W."," Tkachenko, S."," Vernarsky, B."," Voskanyan, H."," Voutier, E."," Walford, N. K."," Watts, D. P."," Weinstein, L. B."," Wood, M. H."," Zachariou, N."," Zana, L."," Zhang, J."," Zonta, I.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Workman, Kathryn G.; Zhao, Shuang; Cain, John W.",Restricted feedback control in discrete-time dynamical systems with memory,PHYSICAL REVIEW E,89,4,,,10.1103/PhysRevE.89.042903,APR 4 2014,2014,,,0,WOS:000333982000010,,,Workman,Kathryn,K,Workman, Kathryn G.,Workman,Workman, K,"Workman, K.","Workman, Kathryn G.", Zhao, Shuang,Zhao,Zhao, S,"Zhao, S."," Zhao, Shuang", Cain, John W.,Cain,Cain, J,"Cain, J."," Cain, John W.",,,,,,,",.",,,,,,,",.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"McGoldrick, KimMarie",A Guide for Submissions to the Journal of Economic Education Instruction Section,JOURNAL OF ECONOMIC EDUCATION,45,2,166,173,10.1080/00220485.2014.889968,APR 3 2014,2014,,,1,WOS:000334265600009,,,Mcgoldrick,Kimmarie,K,McGoldrick, KimMarie,McGoldrick,Mcgoldrick, K,"Mcgoldrick, K.","McGoldrick, KimMarie",,,,,,",.",,,,,,,",.",,,,,,,,",.",,,,,,,",.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Meyer, Doug; Grollman, Eric Anthony",Sexual Orientation and Fear at Night: Gender Differences Among Sexual Minorities and Heterosexuals,JOURNAL OF HOMOSEXUALITY,61,4,453,470,10.1080/00918369.2013.834212,APR 3 2014,2014,,,6,WOS:000331994100001,,,Meyer,Doug,D,Meyer, Doug,Meyer,Meyer, D,"Meyer, D.","Meyer, Doug", Grollman, Eric Anthony,Grollman,Grollman, E,"Grollman, E."," Grollman, Eric Anthony",,,,,,",.",,,,,,,,",.",,,,,,,",.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bell, Ellis",Aligning and using assessments in gateway courses for Biochemistry and Molecular Biology majors,FASEB JOURNAL,28,1,,,,19-Apr,2014,Experimental Biology Meeting,"APR 26-30, 2014",0,WOS:000346646700444,,,Bell,Ellis,E,Bell, Ellis,Bell,Bell, E,"Bell, E.","Bell, Ellis",,,,,,",.",,,,,,,",.",,,,,,,,",.",,,,,,,",.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Canfield, Jennifer; Osborn, JoDi Lynn; Felder-Sumter, Takita; Bell, Ellis","A roadmap for the design and implementation of preparatory or ""Gateway"" courses for biochemistry and molecular biology",FASEB JOURNAL,28,1,,,,19-Apr,2014,Experimental Biology Meeting,"APR 26-30, 2014",0,WOS:000346646702195,,,Canfield,Jennifer,J,Canfield, Jennifer,Canfield,Canfield, J,"Canfield, J.","Canfield, Jennifer", Osborn, JoDi Lynn,Osborn,Osborn, J,"Osborn, J."," Osborn, JoDi Lynn", Felder-Sumter, Takita,Felder-Sumter,Felder-Sumter, T,"Felder-Sumter, T."," Felder-Sumter, Takita",, Bell, Ellis,Bell,Bell, E,"Bell, E."," Bell, Ellis",,,,,,",.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Donaldson, Teraya; Dattelbaum, Jonathan",Development of whole cell biosensors mediated by bacteria chemoreceptors,FASEB JOURNAL,28,1,,,,19-Apr,2014,Experimental Biology Meeting,"APR 26-30, 2014",1,WOS:000346646702169,,,Donaldson,Teraya,T,Donaldson, Teraya,Donaldson,Donaldson, T,"Donaldson, T.","Donaldson, Teraya", Dattelbaum, Jonathan,Dattelbaum,Dattelbaum, J,"Dattelbaum, J."," Dattelbaum, Jonathan",,,,,,",.",,,,,,,,",.",,,,,,,",.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hilliker, Angie","Investigating the targeting and regulation of Ded1, a DEAD-box ATPase, in returning repressed mRNAs to translation",FASEB JOURNAL,28,1,,,,19-Apr,2014,Experimental Biology Meeting,"APR 26-30, 2014",0,WOS:000346646704113,,,Hilliker,Angie,A,Hilliker, Angie,Hilliker,Hilliker, A,"Hilliker, A.","Hilliker, Angie",,,,,,",.",,,,,,,",.",,,,,,,,",.",,,,,,,",.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wu, Eugene; Walsh, Amanda; Materne, Emma; Kornberg, Emily; Zielinski, Bryan; Barnes, Wayne; Kermekchiev, Milko",A conservative isoleucine to leucine mutation causes major rearrangements and cold-sensitivity in KlenTaq1 DNA polymerase,FASEB JOURNAL,28,1,,,,19-Apr,2014,Experimental Biology Meeting,"APR 26-30, 2014",0,WOS:000346646701375,,,Wu,Eugene,E,Wu, Eugene,Wu,Wu, E,"Wu, E.","Wu, Eugene", Walsh, Amanda,Walsh,Walsh, A,"Walsh, A."," Walsh, Amanda", Materne, Emma,Materne,Materne, E,"Materne, E."," Materne, Emma",, Kornberg, Emily,Kornberg,Kornberg, E,"Kornberg, E."," Kornberg, Emily", Zielinski, Bryan,Zielinski,Zielinski, B,"Zielinski, B."," Zielinski, Bryan"," Barnes, Wayne"," Kermekchiev, Milko",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Abaci, Uygar",Kant's Elliptical Path,PHILOSOPHICAL QUARTERLY,64,255,316,318,10.1093/pq/pqu001,19-Apr,2014,,,0,WOS:000339716600009,,,Abaci,Uygar,U,Abaci, Uygar,Abaci,Abaci, U,"Abaci, U.","Abaci, Uygar",,,,,,",.",,,,,,,",.",,,,,,,,",.",,,,,,,",.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Abramowitz, Alan; Palazzolo, Daniel",Randall Strahan In Memoriam,PS-POLITICAL SCIENCE & POLITICS,47,2,535,535,,19-Apr,2014,,,0,WOS:000337726500055,,,Abramowitz,Alan,A,Abramowitz, Alan,Abramowitz,Abramowitz, A,"Abramowitz, A.","Abramowitz, Alan", Palazzolo, Daniel,Palazzolo,Palazzolo, D,"Palazzolo, D."," Palazzolo, Daniel",,,,,,",.",,,,,,,,",.",,,,,,,",.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thompson, Steven; Varvel, Stephen; Voros, Szilard; Thiselton, Dawn; Grami, Shahrzad; Turner, Ralph M.; Barron, John","The Changing Role of Ancillary Health Care Service Providers: An Evaluation of Health Diagnostic Laboratory, Inc.",POPULATION HEALTH MANAGEMENT,17,2,121,126,10.1089/pop.2013.0030,19-Apr,2014,,,1,WOS:000337223300008,,,Thompson,Steven,S,Thompson, Steven,Thompson,Thompson, S,"Thompson, S.","Thompson, Steven", Varvel, Stephen,Varvel,Varvel, S,"Varvel, S."," Varvel, Stephen", Voros, Szilard,Voros,Voros, S,"Voros, S."," Voros, Szilard",, Thiselton, Dawn,Thiselton,Thiselton, D,"Thiselton, D."," Thiselton, Dawn", Grami, Shahrzad,Grami,Grami, S,"Grami, S."," Grami, Shahrzad"," Turner, Ralph M."," Barron, John",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Salisbury, David S.",The Scramble for the Amazon and the Lost Paradise of Euclides da Cunha,JOURNAL OF HISTORICAL GEOGRAPHY,44,,145,145,10.1016/j.jhg.2014.02.019,19-Apr,2014,,,0,WOS:000337009600011,,,Salisbury,David,D,Salisbury, David S.,Salisbury,Salisbury, D,"Salisbury, D.","Salisbury, David S.",,,,,,",.",,,,,,,",.",,,,,,,,",.",,,,,,,",.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Davis, G. Scott",The Cognitive Science of Religion.,JOURNAL OF RELIGION,94,2,262,263,10.1086/676614,APR 1 2014,2014,,,0,WOS:000333250200018,,,Davis,G.,G,Davis, G. Scott,Davis,Davis, G,"Davis, G.","Davis, G. Scott",,,,,,",.",,,,,,,",.",,,,,,,,",.",,,,,,,",.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hoyt, Crystal L.; Burnette, Jeni L.; Auster-Gussman, Lisa",Obesity Is a Disease Examining the Self-Regulatory Impact of This Public-Health Message,PSYCHOLOGICAL SCIENCE,25,4,997,1002,10.1177/0956797613516981,19-Apr,2014,,,45,WOS:000334017600017,,,Hoyt,Crystal,C,Hoyt, Crystal L.,Hoyt,Hoyt, C,"Hoyt, C.","Hoyt, Crystal L.", Burnette, Jeni L.,Burnette,Burnette, J,"Burnette, J."," Burnette, Jeni L.", Auster-Gussman, Lisa,Auster-Gussman,Auster-Gussman, L,"Auster-Gussman, L."," Auster-Gussman, Lisa",,,,,,,",.",,,,,,,",.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Densberger, Kathryn","A Company of One: Insecurity, Independence, and the New World of White-Collar Employment",WORK EMPLOYMENT AND SOCIETY,28,2,347,348,10.1177/0950017014521675,19-Apr,2014,,,0,WOS:000333950400014,,,Densberger,Kathryn,K,Densberger, Kathryn,Densberger,Densberger, K,"Densberger, K.","Densberger, Kathryn",,,,,,",.",,,,,,,",.",,,,,,,,",.",,,,,,,",.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Deacon, Lindsay J.; Billones, Hilbert; Galyean, Anne A.; Donaldson, Teraya; Pennacchio, Anna; Iozzino, Luisa; D'Auria, Sabato; Dattelbaum, Jonathan D.",Tryptophan-scanning mutagenesis of the ligand binding pocket in Thermotoga maritima arginine-binding protein,BIOCHIMIE,99,,208,214,10.1016/j.biochi.2013.12.011,19-Apr,2014,,,8,WOS:000332822100024,,,Deacon,Lindsay,L,Deacon, Lindsay J.,Deacon,Deacon, L,"Deacon, L.","Deacon, Lindsay J.", Billones, Hilbert,Billones,Billones, H,"Billones, H."," Billones, Hilbert", Galyean, Anne A.,Galyean,Galyean, A,"Galyean, A."," Galyean, Anne A.",, Donaldson, Teraya,Donaldson,Donaldson, T,"Donaldson, T."," Donaldson, Teraya", Pennacchio, Anna,Pennacchio,Pennacchio, A,"Pennacchio, A."," Pennacchio, Anna"," Iozzino, Luisa"," D'Auria, Sabato"," Dattelbaum, Jonathan D.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hartmann, Andreas; Ross, William T.",Bad boundary behavior in star-invariant subspaces I,ARKIV FOR MATEMATIK,52,1,113,134,10.1007/s11512-012-0172-x,19-Apr,2014,,,0,WOS:000332797200008,,,Hartmann,Andreas,A,Hartmann, Andreas,Hartmann,Hartmann, A,"Hartmann, A.","Hartmann, Andreas", Ross, William T.,Ross,Ross, W,"Ross, W."," Ross, William T.",,,,,,",.",,,,,,,,",.",,,,,,,",.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Davis, James A.; Martin, William J.; Polhill, John B.",Linking systems in nonelementary abelian groups,JOURNAL OF COMBINATORIAL THEORY SERIES A,123,1,92,103,10.1016/j.jcta.2013.11.007,19-Apr,2014,,,2,WOS:000330749100009,,,Davis,James,J,Davis, James A.,Davis,Davis, J,"Davis, J.","Davis, James A.", Martin, William J.,Martin,Martin, W,"Martin, W."," Martin, William J.", Polhill, John B.,Polhill,Polhill, J,"Polhill, J."," Polhill, John B.",,,,,,,",.",,,,,,,",.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Seeman, Jeffrey I.",Carl Djerassi: In His Own Words,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,53,12,3268,3279,10.1002/anie.201308367,MAR 17 2014,2014,,,5,WOS:000332747700043,,,Seeman,Jeffrey,J,Seeman, Jeffrey I.,Seeman,Seeman, J,"Seeman, J.","Seeman, Jeffrey I.",,,,,,",.",,,,,,,",.",,,,,,,,",.",,,,,,,",.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
